id,text,lang,label,category,source,is_synthetic
1116,Ваш заказ №661361 прибыл в пункт выдачи Kaspi Postomat. Забрать в течение 5 дней,ru,safe,legitimate,synthetic_template_kz,1
1117,Уведомление о штрафе 20 000 тг за нарушение ПДД. Оплата со скидкой 50%: kaspi-bonus.top,ru,scam,fake_police,synthetic_template_kz,1
1118,"izi: 13 ГБ және 471 минут қалды, 26.5 дейін",kk,safe,legitimate,synthetic_template_kz,1
1119,Сіз 1000-шы kелуші болдыңыз! iPhone 17 tегін aлыңыз: bonus-kz.click,kk,scam,fake_prize,synthetic_template_kz,1
1120,Activ: аптасына 413 тг жазылым қосылды. Өшіру *541#,kk,suspicious,grey_marketing,synthetic_template_kz,1
1121,Заработок из дома от 54 500 тг в неделю. Пишите в WhatsApp +7 794 226 33 51,ru,suspicious,grey_marketing,synthetic_template_kz,1
1122,Деректеріңіз расталмағандықтан шотыңыз 24 сағат ішінде жабылады. Сауалнаманы жаңартыңыз: halykbank.kz.verify.top,kk,scam,fake_bank,synthetic_template_kz,1
1123,"Инвестиции от 10 000 тг, доход 16% в месяц. Консультация +7 713 246 61 78",ru,suspicious,grey_marketing,synthetic_template_kz,1
1124,Kaspi Postomat: неверный адрес доставки. Уточните данные enpf-vyplata.ru иначе заказ вернется отправителю,ru,scam,phishing,synthetic_template_kz,1
1125,Розыгрыш к 30-летию! Вам начислен бонус 86 000 тг. Для вывода оплатите комиссию 4834 тг,ru,scam,fake_prize,synthetic_template_kz,1
1126,"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 757 466 53 68",ru,suspicious,grey_marketing,synthetic_template_kz,1
1127,Только сегодня! Скидка 63% на все товары в AliExpress. Успей до полуночи,ru,suspicious,grey_marketing,synthetic_template_kz,1
1128,Вы получили сертификат Ozon на 27 100 тг. Активировать до конца дня: bonus-kz.click,ru,scam,fake_prize,synthetic_template_kz,1
1129,Kaspi: код 34750. Ниkому не сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
1130,Сіз Ozon сертификатын 64 000 тг алдыңыз. 24 сағат ішінде белсендіріңіз: jusan-secure.info,kk,scam,fake_prize,synthetic_template_kz,1
1131,Сізге Ұлттық Банк тарапынан қорғалған хабарлама келді. Оқу: egov-kz.online,kk,scam,phishing,synthetic_template_kz,1
1132,Пoздравляем! Вы выиграли 59 000 тг в розыгрыше Bank RBK. Забрать приз: enpf-vyplata.ru,ru,scam,fake_prize,synthetic_template_kz,1
1133,"Нұрлн, сізге 72 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",kk,suspicious,grey_marketing,synthetic_template_kz,1
1134,"Арман, вам доступен персональный кредитный лимит 23 000 тг. Подробнее в приложении",ru,suspicious,grey_marketing,synthetic_template_kz,1
1135,ALTEL: SIM КАРТАҢЫЗДЫҢ МЕРЗІМІ БІТУДЕ. ТІРКЕУДІ ҰЗАРТЫҢЫЗ GOV-KZ.SUPPORT,kk,scam,phishing,synthetic_template_kz,1
1136,ҰҚК. Шоттаpыңызға тыйым салынды. Шeктеуді 30 минут ішінде алу: egov-kz.online,kk,scam,fake_police,synthetic_template_kz,1
1137,Kaspi: Нұрлан жіберген 27 000 тг аударым растауды күтуде. Растау: forte-cabinet.pro,kk,scam,kaspi_scam,synthetic_template_kz,1
1138,Kaspi Bank. Списание 12 500 тг одобрено. Отменить операцию: enpf-vyplata.ru,ru,scam,fake_bank,synthetic_template_kz,1
1139,Нөміріңіз Altel акциясының жеңімпазы атанды! Жүлде 18 000 тг. Растаңыз: kaspi-gold.site,kk,scam,fake_prize,synthetic_template_kz,1
1140,Арнайы ұсыныс: тек бүгін!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1141,"Сәлеметсіз бе, Kaspi-дегі хабарландыpу бойынша жазып тұpмын. Төледім, сілтеме арқылы растаңыз kaspi.kz.secure-login.cc",kk,scam,kaspi_scam,synthetic_template_kz,1
1142,"ForteBank: покупка 38 900 тг, карта *7151. Доступно 2 000 000 тг.",ru,safe,legitimate,synthetic_template_kz,1
1143,"Мама, я задержусь, буду примерно к 20 часам",ru,safe,legitimate,synthetic_template_kz,1
1144,"наурыз айына коммуналдық төлем қабылданды, сома 57 500 тг",kk,safe,legitimate,synthetic_template_kz,1
1145,Tele2: подключена подписка за 867 тг/нед. Отключить *856#,ru,suspicious,grey_marketing,synthetic_template_kz,1
1146,eGov аккаунтыңыз 30 минут ішінде жойылады. ЖСН растаңыз: kaspi-gold.site,kk,scam,phishing,synthetic_template_kz,1
1147,Бос орындар шектеулі! Ұтысқа кеңеліңіз!,kk,scam,fake_prize,github_Yerassyl04_Spam-kazakh,0
1148,"Крипто-сигналы с точностью 82%. Первый месяц бесплатно, канал по ссылке в профиле",ru,suspicious,grey_marketing,synthetic_template_kz,1
1149,"Асель, вам доступен персональный кредитный лимит 31 000 тг. Подробнее в приложении",ru,suspicious,grey_marketing,synthetic_template_kz,1
1150,Арнайы ұсыныс: бүгін ғана!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1151,"Tele2: тариф продлен, списано 2319 тг. Следующее списание 13.1",ru,safe,legitimate,synthetic_template_kz,1
1152,Только сегодня! Скидка 44% на все товары в Wildberries. Успей до полуночи,ru,suspicious,grey_marketing,synthetic_template_kz,1
1153,"Сәлеметсіз бе, Арман! Ертең сағат 15:00-де дәрігерге жазылғаныңызды еске саламыз",kk,safe,legitimate,synthetic_template_kz,1
1154,Достарыңызбен өткізген демалысыңыз туралы хабарлаңыз.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
1155,Розыгрыш к 30-летию! Вам начислен бонус 89 300 тг. Для вывода оплатите комиссию 4550 тг,ru,scam,fake_prize,synthetic_template_kz,1
1156,Вы получили сертификат Kaspi Магазин на 24 000 тг. Активировать срочно: egov-kz.online,ru,scam,fake_prize,synthetic_template_kz,1
1157,"Kaspi  Gold:  код 48334. Никому не сообщайте. Если это не вы, звоните +7 713 846 57 91",ru,scam,kaspi_scam,synthetic_template_kz,1
1158,eGov: ваша справка готова. Скачать в мобильном пиложении или на tele2.kz,ru,safe,legitimate,synthetic_template_kz,1
1159,Kaspi:  код  870796. Никому не сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
1160,Вы получили сертификат Ozon на 1 000 000 тг. Активировать в течение 30 минут: halyk-verify.xyz,ru,scam,fake_prize,synthetic_template_kz,1
1161,"Санжар, сізге 86 800 тг төлем мақұлданды. Деректерді осында енгізіңіз kaspi-bonus.top",kk,scam,fake_prize,synthetic_template_kz,1
1162,Повестка в суд по делу №88884. Материалы дела: wb-kz-prize . shop,ru,scam,fake_police,synthetic_template_kz,1
1163,Kaspi: перевод 33 100 тг от Нурлан ожидает подтверждения. Подтвердить: beeline-bonus.icu,ru,scam,kaspi_scam,synthetic_template_kz,1
1164,"Арман, сізге 3 000 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",kk,suspicious,grey_marketing,synthetic_template_kz,1
1165,Мерейтойлық ұтыс! Сізге 94 600 тг бонус есептелді. Шығару үшін 5360 тг комиссия төлеңіз,kk,scam,fake_prize,synthetic_template_kz,1
1166,"Altel: 1 ГБ және 734 минут қалды, 14.5 дейін",kk,safe,legitimate,synthetic_template_kz,1
1167,Напоминание: срoк оплаты за обучение до 7.8. Суmма 30 100 тг,ru,safe,legitimate,synthetic_template_kz,1
1168,"Сізге алаяқтар несие рәсімдеген. Істі ІІМ жүргізуде, оператор +7 715 676 12 56",kk,scam,fake_police,synthetic_template_kz,1
1169,Анықтамасыз  және  кепілсіз 9 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: egov.kz,kk,suspicious,grey_marketing,synthetic_template_kz,1
1170,"Мама, я задержусь, буду примерно к 19 часам",ru,safe,legitimate,synthetic_template_kz,1
1171,"Қызметкерлер қажет, кесте еркін, күнделікті төлем 20 000 тг. Telegram +7 761 143 23 46",kk,suspicious,grey_marketing,synthetic_template_kz,1
1172,№67657 іс бойынша сотқа шақыру. Іс материалдары: halykbank.kz.verify.top,kk,scam,fake_police,synthetic_template_kz,1
1173,"Оплата ЖКХ за январь пpинята, сумма 88 000 тг",ru,safe,legitimate,synthetic_template_kz,1
1174,Activ: подключена подписка за 606 тг/нед. Отключить *962#,ru,suspicious,grey_marketing,synthetic_template_kz,1
1175,Вы получили сертификат Ozon на 2 000 000 тг. Активировать сегодня до 18:00: kaspi-bonus.top,ru,scam,fake_prize,synthetic_template_kz,1
1176,Пополнение 67 000 тг на карту *9795. Баланс 50 000 тг,ru,safe,legitimate,synthetic_template_kz,1
1177,Tele2: oстаток 14 ГБ и 305 минут до 28.1,ru,safe,legitimate,synthetic_template_kz,1
1178,Уважаемый клиент! Карта *9441 заблокирована по подозрению в мошенничестве. Для разблокировки перейдите forte-cabinet.pro до 23:59,ru,scam,fake_bank,synthetic_template_kz,1
1179,Ваш аккаунт eGov будет удален срочно. Подтвердите ИИН: beeline-bonus.icu,ru,scam,phishing,synthetic_template_kz,1
1180,Сатып алғаныңыз үшін рахмет! Түбіртек egov.kz сайтында,kk,safe,legitimate,synthetic_template_kz,1
1181,"УРА! Санжар, вам одобрена выплата 5 000 000 тг. Реквизиты укажите тут halykbank.kz.verify.top",ru,scam,fake_prize,synthetic_template_kz,1
1182,"Үйден жұмыс, аптасына 7 000 000 тг табыс. WhatsApp +7 780 532 84 83 жазыңыз",kk,suspicious,grey_marketing,synthetic_template_kz,1
1183,"Ана, мен кешігемін, шамамен 22-де боламын",kk,safe,legitimate,synthetic_template_kz,1
1184,НАПОМИНАНИЕ: СРОК ОПЛАТЫ ЗА ОБУЧЕНИЕ ДО 25.12. СУММА 41 000 ТГ,ru,safe,legitimate,synthetic_template_kz,1
1185,"сәуір айына коммуналдық төлем қабылданды, сома 8 000 000 тг",kk,safe,legitimate,synthetic_template_kz,1
1186,Курсы трейдинга. Первое занятие бесплатно. Запись +7 755 241 85 59,ru,suspicious,grey_marketing,synthetic_template_kz,1
1187,"Несие  бойынша  сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 786 632 47 26",kk,suspicious,grey_marketing,synthetic_template_kz,1
1188,Сізге 32 000 тг сомасына Kaspi Bonus 25% түсті. Белсендіру forte-cabinet.pro,kk,scam,kaspi_scam,synthetic_template_kz,1
1189,"SE-2425 тобының жиналысы 17:00-де, 1 корпус",kk,safe,legitimate,synthetic_template_kz,1
1190,Ваш аккаунт eGov будет удален до конца дня. Подтвердите ИИН: wb-kz-prize.shop,ru,scam,phishing,synthetic_template_kz,1
1191,"Altel: 12 ГБ және 314 минут қалды, 15.4 дейін",kk,safe,legitimate,synthetic_template_kz,1
1192,Повестка в суд по делу №32606. Маtериалы дела: kaspi-gold.site,ru,scam,fake_police,synthetic_template_kz,1
1193,Ваша заявка на карту рассмотрена. Перезвоните +7 795 249 71 43 для активации,ru,suspicious,grey_marketing,synthetic_template_kz,1
1194,"Kaspi Gold: код 994179. Никому не сообщайте. Если это не вы, звоните +7 766 310 91 14",ru,scam,kaspi_scam,synthetic_template_kz,1
1195,"қаңтар айына коммуналдық төлем қабылданды, сома 13 900 тг",kk,safe,legitimate,synthetic_template_kz,1
1196,"Сәлеметсіз бе, Ерлан! Ертең сағат 18:00-де дәрігерге жазылғаныңызды еске саламыз",kk,safe,legitimate,synthetic_template_kz,1
1197,"Такси келді. Toyota Camry, мемлекеттік нөмір 920 BMM 06",kk,safe,legitimate,synthetic_template_kz,1
1198,Wildberries: сәлемдемеңіз кеденде тұр. 536 тг баж салығын төлеңіз: gov-kz.support,kk,scam,phishing,synthetic_template_kz,1
1199,"Үйден жұмыс, аптасына 1 000 000 тг табыс. WhatsApp +7 773 849 51 42 жазыңыз",kk,suspicious,grey_marketing,synthetic_template_kz,1
1200,"ммыр айына коммуналдық төлем қабылданды, сома 50 700 тг",kk,safe,legitimate,synthetic_template_kz,1
1201,"Altel: 28 ГБ және 759 минут қалды, 7.1 дейін",kk,safe,legitimate,synthetic_template_kz,1
1202,Вы получили сертификат Wildberries на 8 000 000 тг. Активировать до конца дня: gov-kz.support,ru,scam,fake_prize,synthetic_template_kz,1
1203,"Altel: тариф ұзартылды, 6264 тг есептен шығарылды",kk,safe,legitimate,synthetic_template_kz,1
1204,Kaspi: Әйгерім жіберген 49 000 тг аударым растауды күтуде. Растау: kaspi.kz.secure-login.cc,kk,scam,kaspi_scam,synthetic_template_kz,1
1205,Курсы трейдиHга. Первое занятие бесплатно. Запись +7 786 619 26 44,ru,suspicious,grey_marketing,synthetic_template_kz,1
1206,"Инвестиции от 26 000 тг, доход 44% в месяц. Консультация +7 714 930 42 48",ru,suspicious,grey_marketing,synthetic_template_kz,1
1207,"Крипто-сигналы с точностью 95%. Первый месяц бесплатно, канал по ссылке в профиле",ru,suspicious,grey_marketing,synthetic_template_kz,1
1208,"Мәдина, сізге 56 700 тг жеке несие лимиті қолжетіді. Толығырақ қосымшада",kk,suspicious,grey_marketing,synthetic_template_kz,1
1209,"Сізге aлаяқтар нeсие рәсімдеген. Істі Ұлттық Банк жүргізуде, оператор +7 717 300 58 87",kk,scam,fake_police,synthetic_template_kz,1
1210,Вам пришло защищенное сообщение от eGov. Прочитать: jusan-secure.info,ru,scam,phishing,synthetic_template_kz,1
1211,Құрметті клиент! *2304 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: enpf-vyplata.ru,kk,scam,fake_bank,synthetic_template_kz,1
1212,"На вас оформлен кредит мошенниками. Дело ведет Комитет госдоходов, оператор +7 744 766 33 96",ru,scam,fake_police,synthetic_template_kz,1
1213,"Занятие по физике переносится на 11:00, аудитория 411",ru,safe,legitimate,synthetic_template_kz,1
1214,Ваша заявка на карту рассмотрена. Перезвоните +7 761 830 22 54 для активации,ru,suspicious,grey_marketing,synthetic_template_kz,1
1215,Құттықтаймыз! Сіз Freedom Bank ұтыс ойынында 61 300 тг ұттыңыз. Жүлдені алу: beeline-bonus.icu,kk,scam,fake_prize,synthetic_template_kz,1
1216,eGo: анықтамаңыз дайын. Мобильді қосымшадан жүктеңіз,kk,safe,legitimate,synthetic_template_kz,1
1217,"Bank RBK: покупка 2 000 000 тг, карта *2761. Доступно 14 600 тг",ru,safe,legitimate,synthetic_template_kz,1
1218,Только сегодня! Скидка 62% на все товары в Ozon. Успей до полуночи,ru,suspicious,grey_marketing,synthetic_template_kz,1
1219,Анықтамасыз және кепілсіз 2 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: jusan.kz,kk,suspicious,grey_marketing,synthetic_template_kz,1
1220,Ваш заказ №144375 прибыл в пункт выдачи Boxberry. Забрать в течение 5 дней,ru,safe,legitimate,synthetic_template_kz,1
1221,"Занятие по алгебре переносится на 19:00, аудитория 359",ru,safe,legitimate,synthetic_template_kz,1
1222,"Бағдарламалау сабағы 18:00-ге ауыстыылды, 179 аудитория",kk,safe,legitimate,synthetic_template_kz,1
1223,Напоминание: срок оплаты за обучение до 26.7. Сумма 4 000 000 тг,ru,safe,legitimate,synthetic_template_kz,1
1224,Тек қазір: 100%-ға дейін жеңілдіктер!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1225,"Занятие по физике переносится на 12:00, аудитория 479",ru,safe,legitimate,synthetic_template_kz,1
1226,"Kaspi Gold: код 932229. Никому не сообщайте. Если это не вы, звоните +7 765 377 26 97",ru,scam,kaspi_scam,synthetic_template_kz,1
1227,"Сізге алаяқтар несие рәсімдеген. Істі ҰҚК жүргізуде, оператор +7 747 815 50 93",kk,scam,fake_police,synthetic_template_kz,1
1228,"Үйден жұмыс, аптасына 2 000 000 тг табыс. WhatsApp +7 787 549 38 47 жазыңыз",kk,suspicious,grey_marketing,synthetic_template_kz,1
1229,"Требуются сотрудники, график свободный, оплата ежедневно 12 000 тг. Telegram по номеру +7 786 128 84 95",ru,suspicious,grey_marketing,synthetic_template_kz,1
1230,Сатып алғаныңыз үшін pахмет! Түбіртек forte.kz сайтында,kk,safe,legitimate,synthetic_template_kz,1
1231,№449044 тапсырысыңыз Boxberry пунктіне жетті. 5 күн ішінде алыңыз,kk,safe,legitimate,synthetic_template_kz,1
1232,"izi: тариф ұзартылды, 3403 тг есептен шығарылды",kk,safe,legitimate,synthetic_template_kz,1
1233,Назар аударыңыз! *4105 kартаңыз қауіпtе. Қаражатты резервтік шотқа аудaрыңыз: jusan-secure.info,kk,scam,fake_bank,synthetic_template_kz,1
1234,Ваш ИИН использован в незаконной операции. Следователь свяжется с вами: +7 760 355 52 85. Не сообщайте третьим лицам,ru,scam,fake_police,synthetic_template_kz,1
1235,Курсы трейдинга. Первое занятие бесплатно. Запись +7 771 171 28 84,ru,suspicious,grey_marketing,synthetic_template_kz,1
1236,Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 745 773 65 79,kk,suspicious,grey_marketing,synthetic_template_kz,1
1237,Уведомление о штрафе 30 500 тг за нарушение ПДД. Оплата со скидкой 50%: kaspi-bonus.top,ru,scam,fake_police,synthetic_template_kz,1
1238,№958023 тапсырысыңыз Яндекс Доставка пунктіне жетті. 5 күн ішінде алыңыз,kk,safe,legitimate,synthetic_template_kz,1
1239,Tele2: аптасына 597 тг жазылым қосылды. Өшіру *267#,kk,suspicious,grey_marketing,synthetic_template_kz,1
1240,Поздравляем! Вы выиграли 19 000 тг в розыгрыше Bereke Bank. Забрать приз: gov-kz.support,ru,scam,fake_prize,synthetic_template_kz,1
1241,"Әсел, сізге 2 000 000 тг төлем мақұлданды. Деректерді осында енгізіңіз kaspi-gold.site",kk,scam,fake_prize,synthetic_template_kz,1
1242,"Otbasy Bank: покупка 7 000 000 тг, карта *6595. Доступно 2 000 000 тг",ru,safe,legitimate,synthetic_template_kz,1
1243,Вам поступил Kaspi Bnus 4% на 8 000 000 тг. Активация forte-cabinet.pro,ru,scam,kaspi_scam,synthetic_template_kz,1
1244,Bereke Bank қауіпсіздік қызметі: 24 000 тг күдікті аударым. +7 779 857 25 79 нөміріне жедел хабарласыңыз,kk,scam,fake_bank,synthetic_template_kz,1
1245,Салық берешегі 62 300 тг. Онлайн өтеу: halyk-verify.xyz,kk,scam,phishing,synthetic_template_kz,1
1246,"Встреча группы SE-2422 в 10:00, корпус 1",ru,safe,legitimate,synthetic_template_kz,1
1247,"Activ: тариф продлн, списано 8187 тг. Следующее списание 16.9",ru,safe,legitimate,synthetic_template_kz,1
1248,Kaspi: код 281426. Никому не сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
1249,"Halyk Bank: зафиксирована попытка входа в ваш кабинет с нового устройства. Если это не вы, подтвердите личность: kaspi.kz.secure-login.cc",ru,scam,fake_bank,synthetic_template_kz,1
1250,Налоговая задолженность 33 800 тг. Погасить онлайн: jusan-secure.info,ru,scam,phishing,synthetic_template_kz,1
1251,Kaspi: код 556500. Ешкімге айтпаңыз.,kk,safe,legitimate,synthetic_template_kz,1
1252,Тек бүгін: 5000 теңгеге дейін жеңілдіктер!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1253,Назар аударыңыз! *1855 картаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: wb-kz-prize.shop,kk,scam,fake_bank,synthetic_template_kz,1
1254,Трейдинг курстары. БіpіHші сабақ тегін. Тіpкелу +7 772 869 35 94,kk,suspicious,grey_marketing,synthetic_template_kz,1
1255,Комитет госдоходов. Наложен арест на счета. Снять ограничение срочно: halyk-verify.xyz,ru,scam,fake_police,synthetic_template_kz,1
1256,"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 795 408 49 59",kk,suspicious,grey_marketing,synthetic_template_kz,1
1257,Напоминание: срок оплаты за обучение до 21.2. Сумма 80 000 тг,ru,safe,legitimate,synthetic_template_kz,1
1258,Otbasy  Bank  қауіпсіздік қызметі: 30 300 тг күдікті аударым. +7 796 648 89 98 нөміріне жедел хабарласыңыз,kk,scam,fake_bank,synthetic_template_kz,1
1259,"SE-2428 тобының жиналысы 14:00-де, 1 корпус",kk,safe,legitimate,synthetic_template_kz,1
1260,"Ары қарай оқысаңыз, 2000 теңге жеңілдік беріледі!",kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1261,"Такси келді. Kia Rio, мемлекеттік нөмір 281 KKY 05",kk,safe,legitimate,synthetic_template_kz,1
1262,Обнoвление базы ЕНПФ. Вам начислена выплаtа 61 000 тг. Получить: halyk-verify.xyz,ru,scam,phishing,synthetic_template_kz,1
1263,"Такси келді. Toyota Camry, мемлекеттік нөмір 226 CXE 07",kk,safe,legitimate,synthetic_template_kz,1
1264,"Бағдарламалау сабағы 10:00-ге ауыстырылды, 128 аудитория",kk,safe,legitimate,synthetic_template_kz,1
1265,"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 731 259 26 81",ru,suspicious,grey_marketing,synthetic_template_kz,1
1266,Вам поступил Kaspi Bonus 19% на 56 400 тг. Активация egov-kz.online,ru,scam,kaspi_scam,synthetic_template_kz,1
1267,Құрметті клиент! *5830 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: halykbank . kz . verify . top,kk,scam,fake_bank,synthetic_template_kz,1
1268,*1855 картаға 26 000 тг толықтырылды. Баланс 83 300 тг,kk,safe,legitimate,synthetic_template_kz,1
1269,"Қызметкерлер қажет, кесте еркін, күнделікті төлем 34 000 тг. Telegram +7 745 108 93 88",kk,suspicious,grey_marketing,synthetic_template_kz,1
1270,Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 725 356 69 62,ru,suspicious,grey_marketing,synthetic_template_kz,1
1271,"Сәлеметсіз бе, Kaspi-дегі хабарландыру бойынша жазып тұрмын. Төледім, сілтеме арқылы растаңыз gov-kz.support",kk,scam,kaspi_scam,synthetic_template_kz,1
1272,Техника мен электроника жаңалықтары.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
1273,"Bank RBK: жеке кабинетіңізге жаңа құрылғыдан кіру әрекеті тіркелді. Егер бұл сіз болмасаңыз, растаңыз: halyk-verify.xyz",kk,scam,fake_bank,synthetic_template_kz,1
1274,"ақпан айына коммуналдық төлем қабылданды, сома 51 000 тг",kk,safe,legitimate,synthetic_template_kz,1
1275,Налоговая задолженность 19 000 тг. Погасить онлайн: kaspi-gold.site,ru,scam,phishing,synthetic_template_kz,1
1276,"Здравствуйте, Айгерим! Напоминаем о записи к врачу завтра в 16:00",ru,safe,legitimate,synthetic_template_kz,1
1277,Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 737 734 94 17,kk,suspicious,grey_marketing,synthetic_template_kz,1
1278,Ваш счет будет закрыт до конца дня из-за неподтвержденных данных. Обновите анкету: beeline-bonus.icu,ru,scam,fake_bank,synthetic_template_kz,1
1279,"Кешікпей кел, мен саған сенемін",kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
1280,"На вас оформлен кредит мошенниками. Дело ведет КНБ РК, оператор +7 709 721 63 75",ru,scam,fake_police,synthetic_template_kz,1
1281,"Eurasian Bank: покупка 93 700 тг, карта *4726. Доступно 37 000 тг",ru,safe,legitimate,synthetic_template_kz,1
1282,Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 701 822 22 99,ru,suspicious,grey_marketing,synthetic_template_kz,1
1283,"Қызметкерлер қажет, кесте еркін, күнделікті төлем 28 000 тг. Telegram +7 773 305 43 20",kk,suspicious,grey_marketing,synthetic_template_kz,1
1284,Әр түрлі спорт түрлерінде сайыстар өтеді.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
1285,Kaspi: код 442915. Никoмy нe сообщайте.,ru,safe,legitimate,synthetic_template_kz,1
1286,"Внимание! Ваша карта *3933 скомпрометирована. Переведите средства на резервный счет, инструкция: kaspi-bonus.top",ru,scam,fake_bank,synthetic_template_kz,1
1287,"Halyk Bank: одобрен кредит на 6 000 000 тг. Если вы не подавали заявку, отмените здесь kaspi.kz.secure-login.cc",ru,scam,fake_bank,synthetic_template_kz,1
1288,"Ағылшын тілі сабағы 11:00-ге ауыстырылды, 115 аудитория",kk,safe,legitimate,synthetic_template_kz,1
1289,Сізге 31 700 тг сомасына Kaspi Bonus 4% түсті. Белсендіру halyk-verify.xyz,kk,scam,kaspi_scam,synthetic_template_kz,1
1290,Сізді ерекше ұсыныс күтеді!,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1291,"Крипто-сигналы с точностью 94%. Первый месяц бесплатно, канал по ссылке в профиле",ru,suspicious,grey_marketing,synthetic_template_kz,1
1292,Жаңа жобалардың таныстырылымы.,kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
1293,"Қызметкерлер қажет, кесте еркін, күнделікті төлем 23 000 тг. Telegram +7 733 924 28 75",kk,suspicious,grey_marketing,synthetic_template_kz,1
1294,"Сапалы жұмыс жазыпсыз, қателерді түзетіңіз",kk,safe,legitimate,github_Yerassyl04_Spam-kazakh,0
1295,Activ: SIM картаңыздың мерзімі бітуде. Тіркеуді ұзартыңыз jusan-secure.info,kk,scam,phishing,synthetic_template_kz,1
1296,Курсы трейдинга. Первое занятие бесплатно. Запись +7 790 961 62 97,ru,suspicious,grey_marketing,synthetic_template_kz,1
1297,"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 760 890 41 96",ru,suspicious,grey_marketing,synthetic_template_kz,1
1298,ЖҚЕ бұзғаны үшін 69 400 тг айыппұл. 50% жеңілдікпен төлеу: wb-kz-prize.shop,kk,scam,fake_police,synthetic_template_kz,1
1299,Вам поступил Kaspi Bonus 25% на 93 000 тг. Активация kaspi.kz.secure-login.cc,ru,scam,kaspi_scam,synthetic_template_kz,1
1300,Вы 1000-й посетитель! Заберите iPhone 16 бесплатно: bonus-kz.click,ru,scam,fake_prize,synthetic_template_kz,1
1301,Кіру үшін растау кодыңыз: 222242,kk,safe,legitimate,synthetic_template_kz,1
1302,Ұлттық Банк. Шоттарыңызға тыйым салынды. Шектеуді күн соңына дейін алу: bonus-kz.click,kk,scam,fake_police,synthetic_template_kz,1
1303,Миллиардер өз байлығын таратып жатыр,kk,suspicious,grey_marketing,github_Yerassyl04_Spam-kazakh,0
1304,Кіру үшін растау кодыңыз: 297197,kk,safe,legitimate,synthetic_template_kz,1
1305,Нөміріңіз Tele2 акциясының жеңімпазы атанды! Жүлде 50 000 тг. Растаңыз: egov-kz.online,kk,scam,fake_prize,synthetic_template_kz,1
1306,ЖҚЕ бұзғаны үшін 25 700 тг айыппұл. 50% жеңілдікпен төлеу: jusan-secure.info,kk,scam,fake_police,synthetic_template_kz,1
1307,Анықтамасыз және кепілсіз 2 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: beeline.kz.,kk,suspicious,grey_marketing,synthetic_template_kz,1
1308,"Halyk Bank: 56 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз wb-kz-prize.shop",kk,scam,fake_bank,synthetic_template_kz,1
1309,Пополнение 6 000 000 тг на карту *1270. Баланс 51 000 тг,ru,safe,legitimate,synthetic_template_kz,1
1310,"Такси прибыло. Chevrolet Cobalt, гос. номер 140 EFM 04",ru,safe,legitimate,synthetic_template_kz,1
1311,"Бағдарламалау сабағы 17:00-ге ауыстырылды, 238 аудитория",kk,safe,legitimate,synthetic_template_kz,1
1312,"Оплата ЖКХ за февраль принята, сумма 2 000 000 тг",ru,safe,legitimate,synthetic_template_kz,1
1313,Activ: остаток 8 ГБ и 143 минут до 15.5,ru,safe,legitimate,synthetic_template_kz,1
1314,Розыгрыш к 30-летию! Вам начислен бонус 63 000 тг. Для вывода оплатите комиссию 4105 тг,ru,scam,fake_prize,synthetic_template_kz,1
1315,"Оплата  ЖКХ  за январь принята, сумма 36 000 тг",ru,safe,legitimate,synthetic_template_kz,1
