text,label,category,lang,source
БЖЗҚ дерекқоры жаңартылды. Сізге 35 700 тг төлем есептелді. Алу: enpf-vyplata.ru,scam,phishing,kk,synthetic_template_kz
Wildberries: сәлемдемеңіз кеденде тұр. 2930 тг баж салығын төлеңіз: jusan-secure.info ⚠️,scam,phishing,kk,synthetic_template_kz
Вы получили сертификат Ozon на 56 000 тг. Активировать сегодня до 18:00: kaspi.kz.secure-login.cc,scam,fake_prize,ru,synthetic_template_kz
eGov  аккаунтыңыз  күн соңына дейін жойылады. ЖСН растаңыз: wb-kz-prize.shop,scam,phishing,kk,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 708 926 64 72",suspicious,,kk,synthetic_template_kz
Нөміріңіз зейнетақыны қайта еептеуге қатысады. Форманы толтырыңыз kz-vyigrysh.net,scam,phishing,kk,synthetic_template_kz
Жұмыстарды келесі аптаға дейін жасаңыз,safe,,kk,github_Yerassyl04_Spam-kazakh
Нөміріңіз izi акциясының жеңімпазы атанды! Жүлде 32 700 тг. Растаңыз: halyk-verify.xyz,scam,fake_prize,kk,synthetic_template_kz
Заработок из дома от 38 000 тг в неделю. Пишите в WhatsApp +7 716 695 13 88,suspicious,,ru,synthetic_template_kz
eGov аккаунтыңыз күн соңына дейін жойылады. ЖСН растаңыз: kz-vyigrysh.net,scam,phishing,kk,synthetic_template_kz
Бүгінгі жаттығу жоспарыңызды ұмытпаңыз!,safe,,kk,github_Yerassyl04_Spam-kazakh
Kaspi Магазин: сәлемдемеңіз кеденде тұр. 1450 тг баж салығын төлеңіз: kaspi-bonus.top,scam,phishing,kk,synthetic_template_kz
Напоминание: срок оплаты за обучение до 10.4. Сумма 37 000 тг,safe,,ru,synthetic_template_kz
"Возврат страховки по кредиtу. ПроBерьте, положена ли вам компенсация: +7 741 389 16 54",suspicious,,ru,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 737 861 10 78",suspicious,,kk,synthetic_template_kz
Kaspi Postomat: жеткізу мекенжайы қате. Деректерді нақтылаңыз beeline-bonus.icu,scam,phishing,kk,synthetic_template_kz
"Kaspi Gold: код 131846. Никому не сообщайте. Если это не вы, звоните +7 758 941 16 59",scam,kaspi_scam,ru,synthetic_template_kz
Kaspi Red: 7 000 000 тг бөліп төлеу рәсімделді. Болдырмау kaspi.kz.secure-login.cc,scam,kaspi_scam,kk,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 19 000 тг. Telegram +7 740 736 88 93.",suspicious,,kk,synthetic_template_kz
"ForteBank: 24 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз forte-cabinet.pro",scam,fake_bank,kk,synthetic_template_kz
ЖҚЕ бұзғаны үшін 53 000 тг айыппұл. 50% жеңілдікпен төлеу: bonus-kz.click.,scam,fake_police,kk,synthetic_template_kz
Пополнение 34 000 тг на карту *3870. Баланс 70 000 тг,safe,,ru,synthetic_template_kz
Ваш заказ №661646 прибыл в пункт выдачи Казпочта. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
Салық берешегі 13 700 тг. Онлайн өтеу: egov-kz.online,scam,phishing,kk,synthetic_template_kz
Bank RBK. 32 000 тг eсептеH шығару бекітілді. Болдырmау үшін: wb-kz-prize.shop,scam,fake_bank,kk,synthetic_template_kz
"Eurasian Bank: покупка 89 400 тг, карта *6722. Доступно 98 400 тг",safe,,ru,synthetic_template_kz
Ваш заказ №157355 прибыл в пункт выдачи Яндекс Доставка. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 6 000 000 тг бонус есептелді. Шығару үшін 7231 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
"Halyk Bank: 91 000 тг сатып алу, карта *4542. Қолжетімді 80 000 тг",safe,,kk,synthetic_template_kz
"Здравствуйте, Ерлан! Напоминаем о записи к врачу завтра в 10:00",safe,,ru,synthetic_template_kz
Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 760 278 30 53,suspicious,,kk,synthetic_template_kz
"Altel: тариф продлен, списано 2221 тг. Следующее списание 13.5",safe,,ru,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 779 531 55 91,suspicious,,ru,synthetic_template_kz
"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 757 545 41 73",suspicious,,ru,synthetic_template_kz
"Eurasian Bank: 5 000 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз gov-kz.support",scam,fake_bank,kk,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 3 000 000 тг. Для вывода оплатите комиссию 6463 тг,scam,fake_prize,ru,synthetic_template_kz
Beeline: остаток 24 ГБ и 502 минут до 27.8,safe,,ru,synthetic_template_kz
"Hayk Bank: 3 000 000 тг сатып алу, карта *7021. Қолжетімді 47 000 тг",safe,,kk,synthetic_template_kz
"На вас оформлен кредит мошенниками. Дело ведет Антифрод-центр, оператор +7 786 684 10 90",scam,fake_police,ru,synthetic_template_kz
Сіз үшін жаңа курстар мен семинарлар.,safe,,kk,github_Yerassyl04_Spam-kazakh
"На вас оформлен кредит мошенниками. Дело ведет Комитет госдоходов, оператор +7 785 678 89 95",scam,fake_police,ru,synthetic_template_kz
Altel: срок действия SIM истекает. Продлите регистрацию wb-kz-prize.shop,scam,phishing,ru,synthetic_template_kz
izi: аптасына 685 тг жазылым қосылды. Өшіру *924#,suspicious,,kk,synthetic_template_kz
Вам поступил Kaspi Bonus 20% на 95 000 тг. Активация gov-kz.support,scam,kaspi_scam,ru,synthetic_template_kz
Құрметті клиент! *2900 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: forte-cabinet.pro,scam,fake_bank,kk,synthetic_template_kz
БЖЗҚ дерекқоры жаңартылды. Сізге 37 800 тг төлем есептелді. Алу: halyk-verify.xyz,scam,phishing,kk,synthetic_template_kz
Анықтамасыз және кепілсіз 5 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: jusan.kz,suspicious,,kk,synthetic_template_kz
Сілтемеге өтіп миллионер атан!,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
Halyk Bank қауіпcіздік қызметі: 1 000 000 тг күдікті аударым. +7 713 949 67 43 нөміріне жедeл хaбарласыңыз,scam,fake_bank,kk,synthetic_template_kz
Налоговая задолженность 36 500 тг. Погасить онлайн: bonus-kz.click,scam,phishing,ru,synthetic_template_kz
Заработок из дома от 5 000 000 тг в неделю. Пишите в WhatsApp +7 779 953 66 28,suspicious,,ru,synthetic_template_kz
Kaspi: код 183177. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Kaspi: код 322821. Ешкімге айтпаңыз.,safe,,kk,synthetic_template_kz
Ваша заявка на карту рассмотреHа. Перезвоните +7 765 291 57 65 для активации,suspicious,,ru,synthetic_template_kz
Сатып алғаныңыз үшін рахмет! Түбіртек forte.kz сайтында,safe,,kk,synthetic_template_kz
"Келіңіз, тегін дәрі-дәрмек алыңыз!",suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Сотрудник банка свяжется с вами по номеру +7 784 966 60 79. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
Сіздің есепшотыңызға 2000 теңге қосылды!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Деректеріңіз расталмағандықтан шотыңыз бүгін 18:00-ге дейін жабылады. Сауалнаманы жаңартыңыз: wb-kz-prize.shop,scam,fake_bank,kk,synthetic_template_kz
"Такси келді. Hyundai Accent, мемлекеттік нөмір 507 SKA 05",safe,,kk,synthetic_template_kz
Ваш код подтверждения для входа: 67054,safe,,ru,synthetic_template_kz
Жеңімпаз болу мүмкіндігі үшін тезірек тіркеліңіз!,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
Жаңа демалыс жоспарыңызды жасаңыз.,safe,,kk,github_Yerassyl04_Spam-kazakh
Вы получили сертификат Temu на 23 000 тг. Активировать срочно: halyk-verify.xyz,scam,fake_prize,ru,synthetic_template_kz
Activ: подключена подписка за 245 тг/нед. Отключить *538#,suspicious,,ru,synthetic_template_kz
ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 732 464 71 31. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
"Такси прибыло. Chevrolet Cobalt, гос. номер 774 TBZ 03",safe,,ru,synthetic_template_kz
Kaspi Магазин: ваш товар продан. Для получения 46 400 тг перейдите kaspi-onus.top,scam,kaspi_scam,ru,synthetic_template_kz
Пополнение 6 000 000 тг на карту *2029. Баланс 16 000 тг,safe,,ru,synthetic_template_kz
№108265 тапсырысыңыз Kaspi Postomat пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
Қиналмай ақша тапқың келеді ме,suspicious,,kk,github_Yerassyl04_Spam-kazakh
ЖҚЕ бұзғаны үшін 8 000 000 тг айыппұл. 50% жеңілдікпен төлеу: wb-kz-prize.shop,scam,fake_police,kk,synthetic_template_kz
"Bereke Bank: одобрен кредит на 44 000 тг. Если вы не подавали заявку, отмените здесь kaspi.kz.secure-login.cc",scam,fake_bank,ru,synthetic_template_kz
"Bank RBK: зафиксирована попытка входа в ваш каинет с нового устройства. Если это не вы, подтвердите личность: halyk-verify.xyz",scam,fake_bank,ru,synthetic_template_kz
Сізге 5 000 000 тг сомасына Kaspi Bonus 24% түсті. Белсендіру jusan-secure.info,scam,kaspi_scam,kk,synthetic_template_kz
Уведомление о штрафе 3 000 000 тг за нарушение ПДД. Оплата со скидкой 50%: kaspi-bonus.top,scam,fake_police,ru,synthetic_template_kz
Сот орындаушылары: сіздің атыңызға іс қозғалды. Танысу үшін gov-kz.support,scam,fake_police,kk,synthetic_template_kz
"izi: тариф ұзаpтылды, 6682 тг есептен шығарылды",safe,,kk,synthetic_template_kz
ForteBank қауіпсіздік қызметі: 8 000 000 тг күдікті аударым. +7 720 888 72 88 нөміріне жедел хабарласыңыз,scam,fake_bank,kk,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 770 725 99 72,suspicious,,kk,synthetic_template_kz
Құттықтаймыз! Сіз Kaspi Bank ұтыс ойынында 1 000 000 тг ұттыңыз. Жүлдені алу: halyk-verify.xyz,scam,fake_prize,kk,synthetic_template_kz
Салық берешегі 5 000 000 тг. Онлайн өтеу: beeline-bonus.icu,scam,phishing,kk,synthetic_template_kz
eGov: aнықтамаңыз дайын. Мобильді қосымшадан жүктеңіз,safe,,kk,synthetic_template_kz
"ForteBank: одобрен кредит на 26 200 тг. Если вы не подавали заявку, отмените здесь enpf-vyplata.ru",scam,fake_bank,ru,synthetic_template_kz
№211560 тапсырысыңыз Яндекс Доставка пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
Нөміріңіз izi акциясының жеңімпазы атанды! Жүлде 67 100 tг. Растаңыз: egov-kz.online,scam,fake_prize,kk,synthetic_template_kz
Kaspi: Мәдина жіберген 83 000 тг аударым растауды күтуде. Растау: kaspi-bonus.top,scam,kaspi_scam,kk,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 81 000 тг бонус есептелді. Шығару үшін 6961 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
Трейдинг курстары. Бірінші cабақ тегіH. Тіркелу +7 725 148 22 51,suspicious,,kk,synthetic_template_kz
"Freedom Bank: зафиксирована попытка входа в ваш кабинет с нового устройства. Если это не вы, подтвердите личность: forte-cabinet.pro",scam,fake_bank,ru,synthetic_template_kz
Kaspi: код 659064. Ешкімге айтпаңыз. ⚠️,safe,,kk,synthetic_template_kz
Eurasian Bank. 34 800 тг есептен шығару бекітілді. Болдырмау үшін: forte-cabinet.pro,scam,fake_bank,kk,synthetic_template_kz
"Такси келді. Toyota Camry, мемлекеттік нөмір 140 SFK 04",safe,,kk,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 36 000 тг бонус есептелді. Шығару үшін 7465 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
№976134 тапсырысыңыз Яндекс Доставка пунктіне жетті. 5 күн іінде алыңыз,safe,,kk,synthetic_template_kz
Еске салу: оқу ақысын 22.5 дейін төлеу қажет. Сома 33 500 тг,safe,,kk,synthetic_template_kz
Kaspi Red: рассрочка на 44 000 тг оформлена. Отменить egov-kz.online ⚠️,scam,kaspi_scam,ru,synthetic_template_kz
Сіздің шотыңызға 5000 теңге салынды!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
№227067 тапсырысыңыз Kaspi Postomat пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
Kaspi Gold: код 735980. Ешкімгe айтпаңыз. Егер бұл сіз болмaсаңыз +7 775 299 10 45 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
Бесплатная диагностика организмa в нашей клинике. Запись на сегодня +7 739 808 74 66,suspicious,,ru,synthetic_template_kz
Служба судебных исполнителей. Наложен арест на счета. Снять ограничение до конца дня: beeline-bonus.icu,scam,fake_police,ru,synthetic_template_kz
Сізге 6 000 000 тг сомасына Kaspi Bonus 23% түсті. Белсендіру egov-kz.online,scam,kaspi_scam,kk,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 29 000 тг. Telegram +7 741 392 22 23",suspicious,,kk,synthetic_template_kz
"Тимур, сізге 60 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Activ: остаток 13 ГБ и 253 mинут до 16.11,safe,,ru,synthetic_template_kz
Напоминание: срок оплаты за обучение до 10.1. Сумма 65 200 тг,safe,,ru,synthetic_template_kz
"Оплата ЖКХ за январь принята, сумма 1 000 000 тг",safe,,ru,synthetic_template_kz
"Altel: 24 ГБ және 138 минут қалды, 27.6 дейін",safe,,kk,synthetic_template_kz
Kaspi: Әйгерім жіберген 26 000 tг аударым растауды күтyде. Растау: wb-kz-prize.shop,scam,kaspi_scam,kk,synthetic_template_kz
Ваш код подтверждения для входа: 477488,safe,,ru,synthetic_template_kz
№12113 іс бойынша сотқа шақыру. Іс материалдары: kaspi-bonus.top,scam,fake_police,kk,synthetic_template_kz
"SE-2426 тобының жиналыы 12:00-де, 1 корпус",safe,,kk,synthetic_template_kz
ЖҚЕ бұзғаны үшін 23 000 тг айыппұл. 50% жеңілдікпен төлеу: halykbank.kz.verify.top,scam,fake_police,kk,synthetic_template_kz
Обновление базы ЕНПФ. Вам начислена выплата 12 100 тг. Получить: kz-vyigrysh.net,scam,phishing,ru,synthetic_template_kz
"Мәдина, сізге 58 500 тг төлем мақұлданды. Деректерді осында енгізіңіз egov-kz.online.",scam,fake_prize,kk,synthetic_template_kz
Деректеріңіз расталмағандықтан шотыңыз жедел түрде жабылады. Сауалнаманы жаңартыңыз: kz-vyigrysh.net,scam,fake_bank,kk,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 732 830 75 59,suspicious,,kk,synthetic_template_kz
"Крипто-сигналы с точностью 80%. Первый месяц бесплатно, канал по ссылке в профиле.",suspicious,,ru,synthetic_template_kz
№877614 тапсырысыңыз Boxberry пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
Ваш код подтверждения для входа: 896721,safe,,ru,synthetic_template_kz
Құрметті клиент! *4076 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: halyk-verify.xyz,scam,fake_bank,kk,synthetic_template_kz
Комитет  госдоходов:  на ваше имя заведено производство. Явитесь или ознакомьтесь bonus-kz.click,scam,fake_police,ru,synthetic_template_kz
"Сізге aлаяқтар несие рәсімдеген. Істі ҰҚК жүргізуде, оператоp +7 789 834 27 52",scam,fake_police,kk,synthetic_template_kz
Обновление базы ЕНПФ. Вам начислена выплата 45 000 тг. Получить: beeline-bonus.icu,scam,phishing,ru,synthetic_template_kz
Сіз 1000-шы келуші болдыңыз! iPhone 13 тегін алыңыз: kaspi-gold.site,scam,fake_prize,kk,synthetic_template_kz
Kaspi  Магазин:  ваш товар продан. Для получения 77 000 тг перейдите kaspi-bonus.top,scam,kaspi_scam,ru,synthetic_template_kz
AliExpress: сәлемдемеңіз кеденде тұр. 2468 тг баж салығын төлеңіз: halyk-verify.xyz,scam,phishing,kk,synthetic_template_kz
"Крипто-сигналы с точностью 83%. Первый месяц бесплатно, канал по ссылке в профиле",suspicious,,ru,synthetic_template_kz
Ваш закaз №805507 прибыл в пункт выдачи Boxberry. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
Служба безопасности Bereke Bank: подозрительный перевод на 74 000 тг. Свяжитесь с оператором +7 774 217 15 14 немедленно,scam,fake_bank,ru,synthetic_template_kz
"Eurasian Bank: одобрен кредит на 71 100 тг. Если вы не подавали заявку, отмените здесь beeline-bonus.icu",scam,fake_bank,ru,synthetic_template_kz
Ваш ИИН использован в незаконной операции. Следователь свяжется с вами: +7 752 196 10 97. Не сообщайте третьим лицам,scam,fake_police,ru,synthetic_template_kz
Сіздің қатысуыңыз қажет: жедел акция!,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
Анықтамасыз және кепілсіз 27 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: egov.kz,suspicious,,kk,synthetic_template_kz
"Санжар, сізге 21 600 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Kaspi: перевод 78 000 тг от Данияр ожидает подтверждения. Подтвердить: kaspi-bonus . top,scam,kaspi_scam,ru,synthetic_template_kz
Тек бүгін: тауарларды сатып алғаныңыз үшін сыйлық!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Бесплатная  диагностика  организма в нашей клинике. Запись на сегодня +7 703 601 78 91,suspicious,,ru,synthetic_template_kz
"Тимур,  сізге  47 700 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Комитет  госдоходов.  Наложен арест на счета. Снять ограничение до 23:59: egov-kz.online,scam,fake_police,ru,synthetic_template_kz
"Данияр, сізге 18 100 тг төлем мақұлданды. Деректерді осында енгізіңіз wb-kz-prize.shop",scam,fake_prize,kk,synthetic_template_kz
Ваш код подтверждения для входа: 535619,safe,,ru,synthetic_template_kz
Көңіл-күйіңіз қалай?,safe,,kk,github_Yerassyl04_Spam-kazakh
ЖҚЕ бұзғаны үшін 10 000 тг айыппұл. 50% жеңілдікпен төлеу: wb-kz-prize.shop,scam,fake_police,kk,synthetic_template_kz
"Сотрудник банка свяжется с вами по номеру +7 742 848 23 36. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
"Сәлеметсіз бе, Kaspi-дегі хабарландыру бойыHша жазып тұрмын. Төледім, сілтеmе арқылы растаңыз forte-cabinet.pro",scam,kaspi_scam,kk,synthetic_template_kz
Повестка в суд по делу №94580. Материалы дела: halykbank.kz.verify.top,scam,fake_police,ru,synthetic_template_kz
"Такси келді. Hyundai Accent, мемлекеттік нөмір 342 ZXF 03",safe,,kk,synthetic_template_kz
eGov: анықтамаңыз дайын. Мобильді қосымшадан жүктеңіз,safe,,kk,synthetic_template_kz
№270471 тапсырысыңыз Boxberry пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
"45 000 тг бастап инBестиция, айына 19% табыс. Кеңес +7 772 831 26 29",suspicious,,kk,synthetic_template_kz
Сау бол қош бол аман бол,safe,,kk,github_Yerassyl04_Spam-kazakh
Сағат 17 00 де кездесу болатынын ұмытпаңыз!,safe,,kk,github_Yerassyl04_Spam-kazakh
Kaspi Postomat: жеткізy мекеHжайы қате. Дереkтерді нақтылаңыз kaspi.kz.secure-login.cc,scam,phishing,kk,synthetic_template_kz
Спаcибо зa покупку! Чек доступен на kaspi.kz,safe,,ru,synthetic_template_kz
"Занятие по программированию переносится на 17:00, аудитория 245",safe,,ru,synthetic_template_kz
Ваш ИИН использован в незаконной операции. Следователь свяжется с вами: +7 710 382 16 47. Не сообщайте третьим лицам,scam,fake_police,ru,synthetic_template_kz
Kaspi: код 525142. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Kaspi Магазин: ваш товар продан. Для получения 59 900 тг перейдите kz-vyigrysh . net,scam,kaspi_scam,ru,synthetic_template_kz
"Келіңіздер, тегін вебинарға қатысыңыз!",suspicious,,kk,github_Yerassyl04_Spam-kazakh
Eurasian Bank қауіпcіздік қызметі: 4 000 000 тг күдікті аударым. +7 775 743 56 72 нөміріне жедел хабарласыңыз,scam,fake_bank,kk,synthetic_template_kz
"Такси келді. Chevrolet Cobalt, мемлекеттік нөмір 914 BCP 07",safe,,kk,synthetic_template_kz
"Инвестиции от 90 000 тг, доход 25% в месяц. Консультация +7 745 303 26 54",suspicious,,ru,synthetic_template_kz
"Bereke Bank: жеке кабинетіңізгe жаңа құрылғыдан кіру әрекеті тіркелді. Егер бұл сіз болмасаңыз, растаңыз: beeline-bonus.icu",scam,fake_bank,kk,synthetic_template_kz
Ваш код подтверждения для входа: 49613,safe,,ru,synthetic_template_kz
Миллион ұтып алу мүміндігінен құр қалма,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Kaspi Postomat: неверный адрес доставки. Уточните данные bonus-kz.click иначе заказ вернется отправителю,scam,phishing,ru,synthetic_template_kz
"қаңтар айына коммуналдық төлем қабылданды, сома 53 000 тг",safe,,kk,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 13 000 тг. Telegram +7 703 195 84 63",suspicious,,kk,synthetic_template_kz
ЖСН нөміріңіз заңсыз оперaцияда қолданылған. Тeргеyші хабарласады: +7 790 238 48 86. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
"Требуются сотрудники, график свободный, оплата ежедневно 12 000 тг. Telegram по номеру +7 724 828 41 72",suspicious,,ru,synthetic_template_kz
Ваш счет будет закрыт до конца дня из-за неподтвержденных данных. Обновите анкету: kaspi-bonus.top,scam,fake_bank,ru,synthetic_template_kz
Яндекс Доставка: неверный адрес доставки. Уточните данные kz-vyigrysh.net иначе заказ вернется отправителю,scam,phishing,ru,synthetic_template_kz
№72405 іс бойынша сотқа шақыру. Іс материалдары: kaspi.kz.secure-login.cc,scam,fake_police,kk,synthetic_template_kz
Одобрен займ до 15 000 тг без справок и залога. Оформить за 5 минут: jusan.kz,suspicious,,ru,synthetic_template_kz
Құттықтаймыз! Сіз Freedom Bank ұтыс ойынында 5 000 000 тг ұттыңыз. Жүлдені алу: halyk-verify.xyz,scam,fake_prize,kk,synthetic_template_kz
"Требуются сотрудники, график свободный, оплата ежедневно 27 000 тг. Telegram по номеру +7 763 483 93 98",suspicious,,ru,synthetic_template_kz
"Такси келді. Toyota Camry, мемлекеттік нөмір 301 BZX 07",safe,,kk,synthetic_template_kz
Kaspi: Данияр жіберген 2 000 000 тг аударым растауды күтуде. Растау: halyk-verify.xyz,scam,kaspi_scam,kk,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 736 439 71 17,suspicious,,ru,synthetic_template_kz
Служба безопасности Kaspi Bank: подозрительный перевод на 50 000 тг. Свяжитесь с оператором +7 725 795 98 87 немедленно,scam,fake_bank,ru,synthetic_template_kz
Картаға өтінішіңіз қаралды. Белсендіру үшін +7 711 386 28 67 нөміріне қоңырау шалыңыз,suspicious,,kk,synthetic_template_kz
Вам поступил Kaspi Bonus 19% на 59 400 тг. Активация gov-kz.support,scam,kaspi_scam,ru,synthetic_template_kz
Kaspi Red: рассрочка на 27 000 тг оформлена. Отменить enpf-vyplata.ru,scam,kaspi_scam,ru,synthetic_template_kz
Ваш номер выбран победителем акции Beeline! Приз 8 000 тг. Подтвердите: enpf-vyplata.ru,scam,fake_prize,ru,synthetic_template_kz
"Ана, мен кешігемін, шамамен 18-де боламын",safe,,kk,synthetic_template_kz
Ваш заказ №661361 прибыл в пункт выдачи Kaspi Postomat. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
Уведомление о штрафе 20 000 тг за нарушение ПДД. Оплата со скидкой 50%: kaspi-bonus.top,scam,fake_police,ru,synthetic_template_kz
"izi: 13 ГБ және 471 минут қалды, 26.5 дейін",safe,,kk,synthetic_template_kz
Сіз 1000-шы kелуші болдыңыз! iPhone 17 tегін aлыңыз: bonus-kz.click,scam,fake_prize,kk,synthetic_template_kz
Activ: аптасына 413 тг жазылым қосылды. Өшіру *541#,suspicious,,kk,synthetic_template_kz
Заработок из дома от 54 500 тг в неделю. Пишите в WhatsApp +7 794 226 33 51,suspicious,,ru,synthetic_template_kz
Деректеріңіз расталмағандықтан шотыңыз 24 сағат ішінде жабылады. Сауалнаманы жаңартыңыз: halykbank.kz.verify.top,scam,fake_bank,kk,synthetic_template_kz
"Инвестиции от 10 000 тг, доход 16% в месяц. Консультация +7 713 246 61 78",suspicious,,ru,synthetic_template_kz
Kaspi Postomat: неверный адрес доставки. Уточните данные enpf-vyplata.ru иначе заказ вернется отправителю,scam,phishing,ru,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 86 000 тг. Для вывода оплатите комиссию 4834 тг,scam,fake_prize,ru,synthetic_template_kz
"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 757 466 53 68",suspicious,,ru,synthetic_template_kz
Только сегодня! Скидка 63% на все товары в AliExpress. Успей до полуночи,suspicious,,ru,synthetic_template_kz
Вы получили сертификат Ozon на 27 100 тг. Активировать до конца дня: bonus-kz.click,scam,fake_prize,ru,synthetic_template_kz
Kaspi: код 34750. Ниkому не сообщайте.,safe,,ru,synthetic_template_kz
Сіз Ozon сертификатын 64 000 тг алдыңыз. 24 сағат ішінде белсендіріңіз: jusan-secure.info,scam,fake_prize,kk,synthetic_template_kz
Сізге Ұлттық Банк тарапынан қорғалған хабарлама келді. Оқу: egov-kz.online,scam,phishing,kk,synthetic_template_kz
Пoздравляем! Вы выиграли 59 000 тг в розыгрыше Bank RBK. Забрать приз: enpf-vyplata.ru,scam,fake_prize,ru,synthetic_template_kz
"Нұрлн, сізге 72 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
"Арман, вам доступен персональный кредитный лимит 23 000 тг. Подробнее в приложении",suspicious,,ru,synthetic_template_kz
ALTEL: SIM КАРТАҢЫЗДЫҢ МЕРЗІМІ БІТУДЕ. ТІРКЕУДІ ҰЗАРТЫҢЫЗ GOV-KZ.SUPPORT,scam,phishing,kk,synthetic_template_kz
ҰҚК. Шоттаpыңызға тыйым салынды. Шeктеуді 30 минут ішінде алу: egov-kz.online,scam,fake_police,kk,synthetic_template_kz
Kaspi: Нұрлан жіберген 27 000 тг аударым растауды күтуде. Растау: forte-cabinet.pro,scam,kaspi_scam,kk,synthetic_template_kz
Kaspi Bank. Списание 12 500 тг одобрено. Отменить операцию: enpf-vyplata.ru,scam,fake_bank,ru,synthetic_template_kz
Нөміріңіз Altel акциясының жеңімпазы атанды! Жүлде 18 000 тг. Растаңыз: kaspi-gold.site,scam,fake_prize,kk,synthetic_template_kz
Арнайы ұсыныс: тек бүгін!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Сәлеметсіз бе, Kaspi-дегі хабарландыpу бойынша жазып тұpмын. Төледім, сілтеме арқылы растаңыз kaspi.kz.secure-login.cc",scam,kaspi_scam,kk,synthetic_template_kz
"ForteBank: покупка 38 900 тг, карта *7151. Доступно 2 000 000 тг.",safe,,ru,synthetic_template_kz
"Мама, я задержусь, буду примерно к 20 часам",safe,,ru,synthetic_template_kz
"наурыз айына коммуналдық төлем қабылданды, сома 57 500 тг",safe,,kk,synthetic_template_kz
Tele2: подключена подписка за 867 тг/нед. Отключить *856#,suspicious,,ru,synthetic_template_kz
